,pitcher,player_name,season,season_total_pitches,pitch_type,season_total_count_by_pitch_type,count_by_pitch_type,release_speed_weighted_avg,release_pos_x_weighted_avg,release_pos_z_weighted_avg,vx0_weighted_avg,vy0_weighted_avg,vz0_weighted_avg,ax_weighted_avg,ay_weighted_avg,az_weighted_avg,release_pos_y_weighted_avg,Name,Age
0,112526,"colon, bartolo",2018,10240,CH,248,248,80.7798387096774,-1.5001209677419356,5.468346774193549,4.20563782184424,-117.35825566586526,-2.9665552642568827,-11.008410762448849,22.165747766081047,-26.19610014686763,55.261169354838714,bartolo colon,45.0
1,112526,"colon, bartolo",2018,10240,FC,62,62,85.53387096774195,-1.556774193548387,5.545,2.67030739201246,-124.39440231803839,-3.0818737103346696,-0.9996258946255223,22.83718645409435,-20.76507065925176,55.38693548387097,bartolo colon,45.0
2,112526,"colon, bartolo",2018,10240,FF,365,365,89.32,-1.232054794520548,5.651150684931507,3.858417073940053,-129.7557324609645,-4.303519519291875,-8.182075423563909,26.732911680576574,-16.75415179248667,55.3673698630137,bartolo colon,45.0
3,112526,"colon, bartolo",2018,10240,SI,1389,1389,86.85824334053277,-1.49170626349892,5.441663066954644,6.244949338950537,-126.07404225372252,-2.4515211089745974,-15.72959318196975,25.945832110562034,-25.10296177203345,55.342260619150466,bartolo colon,45.0
4,112526,"colon, bartolo",2018,10240,SL,164,164,80.47134146341463,-1.5670121951219513,5.533414634146341,4.223422811739257,-116.92023815193909,-2.083379762475745,2.369800200669519,20.41595921677123,-30.702080427131065,55.724512195121946,bartolo colon,45.0
5,279571,"belisle, matt",2018,1728,CH,1,1,85.2,-2.75,6.28,6.95267154090914,-123.803590325797,-7.76819291311811,-10.0677997881652,22.0416148976923,-23.4960493196596,54.05,matt belisle,
6,279571,"belisle, matt",2018,1728,CU,45,45,73.46666666666667,-2.5166666666666666,6.270444444444445,3.7647006479065195,-106.91752809519234,-0.7437989112187822,7.548314573225737,18.97621845310116,-38.004884348914885,54.16733333333334,matt belisle,
7,279571,"belisle, matt",2018,1728,FF,264,264,90.32310606060605,-2.834810606060606,5.850227272727273,8.223270688676152,-131.37598007177374,-4.738165543268088,-8.750532887897146,26.816984988385176,-17.250062658735782,53.571704545454544,matt belisle,
8,279571,"belisle, matt",2018,1728,SI,51,51,91.3549019607843,-3.1437254901960783,5.051372549019608,9.934391169861222,-132.79722900774297,-2.066941688464845,-18.960878383849966,27.92555135867022,-28.01454734597286,53.527843137254905,matt belisle,
9,279571,"belisle, matt",2018,1728,SL,212,212,85.51509433962265,-2.8111320754716984,6.0550943396226415,7.284738241955411,-124.41232314867138,-4.145713233991232,1.5398423702557538,23.903701760365394,-26.47919449520598,53.77556603773585,matt belisle,
