,pitcher,season,Age,Throws,Surgery,BB_release_speed_weighted_avg,FB_release_speed_weighted_avg,OS_release_speed_weighted_avg,OT_release_speed_weighted_avg,SB_release_speed_weighted_avg,BB_release_pos_x_weighted_avg,FB_release_pos_x_weighted_avg,OS_release_pos_x_weighted_avg,OT_release_pos_x_weighted_avg,SB_release_pos_x_weighted_avg,BB_release_pos_y_weighted_avg,FB_release_pos_y_weighted_avg,OS_release_pos_y_weighted_avg,OT_release_pos_y_weighted_avg,SB_release_pos_y_weighted_avg,BB_release_pos_z_weighted_avg,FB_release_pos_z_weighted_avg,OS_release_pos_z_weighted_avg,OT_release_pos_z_weighted_avg,SB_release_pos_z_weighted_avg,BB_vx0_weighted_avg,FB_vx0_weighted_avg,OS_vx0_weighted_avg,OT_vx0_weighted_avg,SB_vx0_weighted_avg,BB_vy0_weighted_avg,FB_vy0_weighted_avg,OS_vy0_weighted_avg,OT_vy0_weighted_avg,SB_vy0_weighted_avg,BB_vz0_weighted_avg,FB_vz0_weighted_avg,OS_vz0_weighted_avg,OT_vz0_weighted_avg,SB_vz0_weighted_avg
35,115399,2009,36.0,0,1.0,78.15894039735099,86.7701808660325,81.47187500000001,66.9095238095238,0.0,1.8899337748344367,1.810536626183253,1.666625,2.127142857142857,0.0,54.5,54.5,54.5,54.5,0.0,6.513774834437085,6.341488301557732,6.319687500000001,6.967619047619047,0.0,-3.1090171677832976,-6.141546177319824,-1.8960662895381615,3.62293540614821,0.0,-114.66627474620776,-127.09975538680563,-119.54507272503197,-98.08483392724386,0.0,0.0594555842852584,-4.164136986958969,-2.465719792846298,3.3165036270735504,0.0
36,115399,2010,37.0,0,1.0,77.89090909090909,86.17309523809524,78.5,75.65,0.0,1.482727272727273,1.3927460317460316,1.6566666666666665,1.36,0.0,54.5,54.5,54.5,54.5,0.0,6.592727272727273,6.471444444444444,6.52,6.6925,0.0,-2.9176453782085887,-5.833293556215744,-4.378441722020521,3.0097526889999724,0.0,-114.2521379232509,-126.20710256347608,-114.9659468651049,-110.91805959601808,0.0,1.8856302534133385,-2.9448730577366464,-0.1110893372873169,0.5943842821442827,0.0
37,115629,2008,35.0,1,0.0,81.04950495049505,93.6729872525998,85.578125,71.62142857142858,88.27015706806282,-1.9172277227722767,-2.3792829587386786,-2.4515625,-1.565,-2.326858638743456,54.5,54.5,54.5,54.5,54.5,6.827326732673267,6.62489684669574,6.59578125,7.568571428571429,6.691204188481676,3.9472444369363258,8.692488330190162,7.700322456295024,4.129729016795951,7.183174959917516,-118.7589825121833,-136.9215941171341,-125.08783034711104,-104.92377045183036,-129.08024047266704,-1.5224504567452777,-6.210953640617353,-5.767639675294233,0.7575169593581047,-5.456645900778369
38,115629,2009,36.0,1,0.0,81.07592592592593,95.01370786516854,86.61176470588235,64.24,89.55852534562213,-1.716759259259259,-1.8946500802568216,-1.743529411764706,-1.64,-1.991705069124424,54.5,54.5,54.5,54.5,54.5,6.805555555555555,6.500322632423756,6.61735294117647,7.618,6.649815668202765,2.8010514474765444,6.1968383927258035,5.1132953215603,9.846887566227249,4.986484019225916,-118.87223090083944,-139.07285401478111,-126.86188798159807,-93.6678005444501,-131.09950244105406,-1.4436776717778044,-5.791787917060252,-5.743942537923739,1.1221707480125944,-6.049977130900092
39,115629,2010,37.0,1,0.0,78.25161290322582,92.50045787545788,83.53999999999999,78.55,88.28684210526315,-1.4048387096774193,-1.6125732600732603,-1.606,-1.2112500000000002,-1.822368421052632,54.5,54.5,54.5,54.5,54.5,6.681612903225807,6.442145909645909,6.444,6.8875,6.491315789473684,3.386119121083351,4.884938879240707,5.627881806031796,8.568755640184985,5.424108716944953,-114.691366514624,-135.50549165872866,-122.22238654190863,-114.85236970118183,-129.18728674135417,-1.3941159604386002,-5.52256768984534,-4.98880219904972,-0.26392946431376596,-5.299979916735512
40,115629,2011,38.0,1,0.0,78.08260869565217,93.20655913978496,86.21249999999999,52.7,87.9122699386503,-1.1525,-1.313731182795699,-1.12875,-0.8,-1.4406134969325153,54.5,54.5,54.5,54.5,54.5,6.69086956521739,6.492268817204302,6.6275,7.96,6.532944785276073,1.3962995633548625,5.4283492248013,3.0319053751354827,5.745042866598438,3.741910204374102,-114.48759206713903,-136.4725035339946,-126.2707454842488,-76.90115297575193,-128.66193425290265,0.1248400145478957,-5.331329769038914,-5.046974377960394,6.005402231116454,-4.831794471483228
41,115629,2012,39.0,1,0.0,77.57301587301588,92.83104166666666,86.06724137931033,65.55,86.8795081967213,-1.4531746031746031,-1.3852395833333333,-1.1370689655172415,-1.87,-1.552704918032787,54.5,54.5,54.5,54.5,54.5,6.623333333333333,6.281677083333333,6.70051724137931,7.27,6.425655737704918,0.7633657015388433,6.2162847964148265,7.040517164094036,-5.293305705359122,4.397389574930522,-113.84843003777256,-135.95214967098912,-125.97138434784273,-95.86576258374146,-127.19242121937776,1.4280482104138386,-4.630818579941891,-1.8374861789522927,2.659025382005587,-4.55800787209729
42,115629,2013,40.0,1,0.0,78.41020408163266,92.4571601489758,84.21914893617021,71.06666666666666,88.13298969072164,-1.86,-1.9203133147113594,-1.6985106382978723,-2.293333333333333,-2.013092783505155,54.5,54.5,54.5,54.5,54.5,6.544489795918367,6.317997672253259,6.515744680851064,7.13,6.383505154639176,2.8924797231768142,6.854116043622137,4.620594613051527,-2.783931133837381,5.6471837417151605,-114.9870027331419,-135.42382583933613,-123.31266653181554,-104.14897060183382,-128.96802392008695,0.2300890133514347,-4.62792861131261,-5.170814463307014,2.022892694681232,-4.536859315511959
43,115629,2014,41.0,1,0.0,78.76461538461538,93.65925271098538,85.24444444444444,75.5,88.35833333333333,-1.579076923076923,-1.580016501650165,-1.3491666666666666,-1.535,-1.6828030303030304,54.5,54.5,54.5,54.5,54.5,6.462923076923078,6.26718882602546,6.554722222222223,7.135000000000001,6.33560606060606,2.6361376514838364,5.381829133184507,6.072847124722105,4.58447402798176,5.0371851162446974,-115.39437661470228,-137.10406431028767,-124.7113703814193,-110.29599349043907,-129.3006636256629,-0.3954168648283095,-4.098884076754125,-1.1030712009201882,1.8425771527951849,-4.164517598381124
44,115629,2015,42.0,1,0.0,78.19999999999999,93.76691176470587,84.7159090909091,73.89999999999999,87.73595505617978,-1.5333333333333334,-1.6885130718954247,-1.492727272727273,-1.9633333333333327,-1.732359550561798,54.5,54.5,54.5,54.5,54.5,6.363333333333333,6.292406045751634,6.555681818181818,7.169999999999999,6.387191011235956,2.6472834605518227,6.818300466189074,4.136869968899832,-1.135812200863797,4.883166330261497,-114.65487477262252,-137.2186528006577,-124.07997973878756,-108.32564615450173,-128.44638486944174,-0.1348225692698061,-5.269432317699529,-3.5315210066050384,2.259619285789754,-3.880212606284635
45,115817,2008,33.0,1,0.0,64.77103825136612,84.42908779612691,78.17261904761905,75.42,78.06003787878787,-1.4451366120218578,-1.2881930773550883,-1.2139285714285715,-1.5379999999999998,-1.3585037878787878,54.5,54.5,54.5,54.5,54.5,6.278360655737705,6.431298075501986,6.4541071428571435,6.889,6.296818181818182,1.0263005586400469,4.727792539175311,4.716965429781856,-2.433813099281706,2.827122490100252,-95.13424374139572,-123.69136778296681,-114.58563327575439,-110.682979862953,-114.48210948956002,3.086038146424569,-4.116864859795971,-1.7610357314611926,0.4196947493232425,-1.5920371841335386
46,115817,2009,34.0,1,0.0,66.5089947089947,85.2385551869514,81.0461373390558,76.255,80.56106870229007,-1.4870370370370372,-1.280734128136015,-1.351931330472103,-1.056,-1.399297709923664,54.5,54.5,54.5,54.5,54.5,5.894179894179894,6.085225336927223,6.024849785407724,6.746,5.963648854961832,0.372624586329554,4.559952456665853,0.6005044906087051,8.73646553222083,3.387308147813489,-97.59680164474064,-124.86987197306442,-118.9212428904614,-111.46654564419092,-118.02446980448929,4.233403406830655,-3.5358165472191736,-2.181505937907482,0.5610455966658957,-1.8973624706243868
47,115817,2010,35.0,1,0.0,66.53141210374639,84.77654027573556,78.75222672064777,73.00999999999999,80.20169230769231,-1.3569452449567725,-1.1688455271829066,-1.2958502024291496,-0.8805,-1.284676923076923,54.5,54.5,54.5,54.5,54.5,5.863631123919308,6.07892224373626,6.3538461538461535,6.8870000000000005,5.8985076923076925,0.6128385242477414,4.845670453963391,-0.2412253632400445,4.982909867428678,3.55461222993687,-97.6233965932336,-124.175419332189,-115.53189682077996,-106.81427768332055,-117.4816418678698,3.835843307460578,-3.371257090532406,0.6194619923045934,1.5300503478880672,-2.0935226228879995
