,pitcher,player_name,season,season_total_pitches,pitch_type,season_total_count_by_pitch_type,count_by_pitch_type,release_speed_weighted_avg,release_pos_x_weighted_avg,release_pos_z_weighted_avg,vx0_weighted_avg,vy0_weighted_avg,vz0_weighted_avg,ax_weighted_avg,ay_weighted_avg,az_weighted_avg,release_pos_y_weighted_avg,Name,Age
40,150359,"burnett, aj",2014,14003,CH,264,264,86.71401515151516,-1.9931439393939396,6.024318181818182,6.5468513074048955,-126.93148307432575,-3.2652889996813936,-12.395909090909091,24.904238636363637,-29.398026515151514,54.5,aj burnett,37.0
41,150359,"burnett, aj",2014,14003,FF,493,493,92.28843813387424,-1.8910141987829614,6.025496957403652,7.404714162361437,-135.12513203078672,-4.599186019806983,-9.464918864097363,29.75732454361055,-17.949356997971602,54.5,aj burnett,37.0
42,150359,"burnett, aj",2014,14003,IN,8,8,78.725,-1.885,6.695,3.104702525166191,-115.36659709495385,1.6474386788582847,-7.986125,23.462875,-22.18875,54.5,aj burnett,37.0
43,150359,"burnett, aj",2014,14003,KC,1136,1136,82.20783450704226,-2.0052464788732394,5.8509330985915495,3.978572018912165,-120.50924189804174,0.2999434960604989,4.773754401408451,24.886459507042254,-39.30059330985916,54.5,aj burnett,37.0
44,150359,"burnett, aj",2014,14003,SI,1569,1569,92.22339069471,-1.821332058636074,6.034741873804972,8.562870696801117,-135.02921717933887,-3.8711196206086607,-16.533377310388783,30.447228170809435,-22.804225621414915,54.5,aj burnett,37.0
45,207267,"penny, brad",2014,1978,CU,75,75,80.04,-2.3342666666666667,6.2674666666666665,3.7882540671732166,-117.29611520962224,0.8591185370440506,5.684053333333334,22.49269333333333,-41.16312,54.5,brad penny,36.0
46,207267,"penny, brad",2014,1978,FC,6,6,89.81666666666668,-2.17,6.446666666666666,5.18591013002401,-131.51627056998396,-4.636200237702582,-0.4421666666666666,26.521,-20.9985,54.5,brad penny,36.0
47,207267,"penny, brad",2014,1978,FF,136,136,92.81764705882352,-2.146176470588235,6.568235294117647,7.265278740547398,-135.71128995817,-7.603030604602814,-7.561551470588236,29.328977941176472,-15.125051470588236,54.5,brad penny,36.0
48,207267,"penny, brad",2014,1978,FS,44,44,86.02954545454546,-2.3927272727272726,6.380000000000001,6.459530037764558,-125.91302092807264,-3.081358396676366,-9.49159090909091,24.467181818181817,-26.78202272727273,54.5,brad penny,36.0
49,207267,"penny, brad",2014,1978,SI,187,187,91.68930481283424,-2.4319786096256686,6.484224598930481,7.972502906635912,-134.15010781753932,-5.727297420678921,-14.177197860962567,28.846754010695186,-22.35524064171123,54.5,brad penny,36.0
50,218596,"hudson, tim",2014,14247,CU,235,235,76.08978723404255,-1.2943829787234042,5.291319148936171,0.2668292041623051,-111.64161187723842,2.7991588827227107,10.264008510638298,20.463540425531914,-37.80055319148936,54.5,tim hudson,38.0
51,218596,"hudson, tim",2014,14247,FC,630,630,84.13682539682539,-1.4525714285714286,5.141253968253968,4.274086134670495,-123.25654834933253,-0.2776751408454245,1.6516206349206348,23.12291746031746,-30.96439365079365,54.5,tim hudson,38.0
52,218596,"hudson, tim",2014,14247,FF,211,211,89.81658767772511,-1.3402843601895735,5.209052132701421,5.536602217248608,-131.65562161172363,-1.242161804392393,-8.136232227488152,27.749691943127964,-20.379436018957346,54.5,tim hudson,38.0
53,218596,"hudson, tim",2014,14247,FS,414,414,81.45942028985509,-1.1380917874396135,5.3566666666666665,4.00944192575861,-119.34757485288854,-0.23776053321846854,-9.215635265700483,22.277425120772946,-31.853004830917875,54.5,tim hudson,38.0
54,218596,"hudson, tim",2014,14247,IN,10,10,54.56,-1.407,7.031999999999999,4.906543974609794,-79.4702245425666,5.691901836958573,-4.142799999999999,10.3562,-27.492200000000004,54.5,tim hudson,38.0
55,218596,"hudson, tim",2014,14247,PO,2,2,86.80000000000001,-1.4449999999999998,5.3149999999999995,2.049762821723675,-127.26066104278183,1.1020915215547578,-11.35,25.8345,-24.779,54.5,tim hudson,38.0
56,218596,"hudson, tim",2014,14247,SI,1281,1281,89.53348946135831,-1.335800156128025,5.236018735362998,5.7199341969365545,-131.2109323171363,-1.2830223733356483,-14.096688524590164,26.963750975800156,-27.470327088212336,54.5,tim hudson,38.0
57,275933,"downs, scott",2014,1894,CU,144,144,73.54166666666667,3.060416666666667,6.013958333333333,-4.626447222218248,-107.9068851001768,2.1036217725302384,-7.659284722222221,22.055243055555554,-40.70461805555556,54.5,scott downs,
58,275933,"downs, scott",2014,1894,IN,8,8,73.0875,3.6100000000000003,6.49,-0.33621715064427105,-107.23373194547906,2.4128910607468104,8.022625,19.805,-22.28,54.5,scott downs,
59,275933,"downs, scott",2014,1894,SI,434,434,87.48133640552996,3.1050460829493085,5.911175115207373,-9.845086853749393,-127.90395609981232,-3.895617716253916,16.447218894009215,26.19524423963134,-23.872036866359448,54.5,scott downs,
60,275933,"downs, scott",2014,1894,SL,107,107,81.06355140186915,3.1398130841121494,5.887663551401869,-8.19908729977772,-118.5192640293239,-1.840144147530967,1.1639345794392524,22.16303738317757,-30.580457943925232,54.5,scott downs,
61,276520,"arroyo, bronson",2014,6199,CH,282,282,78.56312056737589,-2.6677659574468082,5.776205673758866,6.573482982340443,-114.9692508957364,-0.6246034670547539,-9.555514184397165,19.576485815602837,-30.51026241134752,54.5,bronson arroyo,37.0
62,276520,"arroyo, bronson",2014,6199,CU,166,166,70.5656626506024,-2.5330722891566264,6.0166867469879515,2.217037882200182,-103.4555837311032,1.753358779160455,7.925144578313254,17.233084337349396,-31.561198795180726,54.5,bronson arroyo,37.0
63,276520,"arroyo, bronson",2014,6199,FF,30,30,85.78333333333333,-1.3686666666666667,6.738333333333333,5.136066426509829,-125.4696076938027,-5.082788898843213,-5.750933333333334,22.0308,-19.955466666666666,54.5,bronson arroyo,37.0
64,276520,"arroyo, bronson",2014,6199,IN,1,1,61.1,-3.55,6.15,0.8669551549779961,-89.25716562831244,8.333982973608654,-3.064,10.938,-31.044,54.5,bronson arroyo,37.0
65,276520,"arroyo, bronson",2014,6199,PO,1,1,79.7,-3.34,5.81,0.0934944359237339,-116.75175822658947,4.03293261247587,-10.099,19.261,-31.55,54.5,bronson arroyo,37.0
66,276520,"arroyo, bronson",2014,6199,SI,564,564,86.15372340425532,-2.068936170212766,6.193191489361702,6.826301417714194,-126.05408831620146,-3.2094404074476133,-12.686829787234043,23.65843439716312,-26.801037234042553,54.5,bronson arroyo,37.0
67,276520,"arroyo, bronson",2014,6199,SL,285,285,75.8859649122807,-2.634,5.72298245614035,3.4295861321101953,-111.24093709410354,0.541836107568165,8.47558245614035,19.346291228070175,-29.75516842105263,54.5,bronson arroyo,37.0
68,276542,"benoit, joaquin",2014,3033,CH,260,260,85.41384615384615,-3.036653846153846,6.044576923076923,8.563132093349564,-124.89605662916533,-3.658522656852395,-12.094796153846154,24.76735,-29.527238461538463,54.5,joaquin benoit,
69,276542,"benoit, joaquin",2014,3033,FF,273,273,95.34432234432235,-2.8678388278388276,6.2651648351648355,9.842779309189352,-139.3684185700222,-5.686220041276001,-12.22513186813187,32.242227106227105,-15.170692307692308,54.5,joaquin benoit,
70,276542,"benoit, joaquin",2014,3033,IN,8,8,68.3875,-3.15875,7.31375,-1.378368216935033,-100.35912199607846,0.3041974579375888,-2.39275,17.9955,-23.1875,54.5,joaquin benoit,
71,276542,"benoit, joaquin",2014,3033,SI,136,136,95.30441176470588,-2.9219117647058823,6.193602941176471,10.517648349200543,-139.32184351451397,-4.360109291769447,-16.206110294117646,32.246198529411764,-19.467551470588234,54.5,joaquin benoit,
72,276542,"benoit, joaquin",2014,3033,SL,139,139,89.64964028776978,-3.1436690647482015,5.969208633093525,9.132641749494441,-131.07478266938776,-3.5661370136213786,0.11204316546762592,26.07687050359712,-26.305201438848922,54.5,joaquin benoit,
73,277417,"beckett, josh",2014,9524,CH,304,304,86.06611842105262,-2.373519736842105,5.3198684210526315,6.706099411865999,-126.05384579652537,-1.6835565947172992,-11.774282894736842,25.7004375,-25.512003289473686,54.5,josh beckett,34.0
74,277417,"beckett, josh",2014,9524,CU,585,585,73.62222222222222,-2.165863247863248,5.444529914529915,2.0240593813187044,-108.03924009970808,3.9562945608771893,8.398637606837607,21.06994871794872,-41.17702222222223,54.5,josh beckett,34.0
75,277417,"beckett, josh",2014,9524,FC,232,232,89.9241379310345,-2.3859482758620687,5.446896551724138,6.495115956630022,-131.66712311994476,-2.434881283669133,0.23218534482758624,25.97738793103448,-21.292133620689654,54.5,josh beckett,34.0
76,277417,"beckett, josh",2014,9524,FF,522,522,92.18371647509579,-2.3585823754789272,5.400268199233716,7.8038950351121885,-134.95912534742376,-3.6211336026920864,-8.877706896551723,28.581457854406132,-17.576001915708815,54.5,josh beckett,34.0
77,277417,"beckett, josh",2014,9524,IN,1,1,45.5,-1.81,7.77,-4.772017100435939,-65.97147238769195,10.832366426884033,0.234,6.698,-29.341,54.5,josh beckett,34.0
78,277417,"beckett, josh",2014,9524,SI,258,258,92.4577519379845,-2.3647286821705427,5.35046511627907,8.230578172311233,-135.3741712448496,-3.523172441408952,-16.437631782945736,29.384542635658917,-20.24915503875969,54.5,josh beckett,34.0
79,279571,"belisle, matt",2014,4196,CH,25,25,87.208,-2.5136000000000003,6.287999999999999,5.783145454013477,-127.60516016039747,-4.482425813765903,-6.518759999999999,23.734679999999997,-25.449679999999997,54.5,matt belisle,34.0
80,279571,"belisle, matt",2014,4196,CU,84,84,74.74285714285713,-2.2926190476190476,6.300833333333333,2.1865897137593935,-109.6230448321789,0.9053790156479612,9.46895238095238,19.46672619047619,-39.19317857142857,54.5,matt belisle,34.0
81,279571,"belisle, matt",2014,4196,FC,48,48,92.39375,-2.4006250000000002,6.1152083333333325,5.875615932257973,-135.22249092722723,-4.822817540758053,1.3684791666666667,26.193437499999998,-21.074479166666666,54.5,matt belisle,34.0
82,279571,"belisle, matt",2014,4196,FF,575,575,91.9408695652174,-2.516730434782609,6.076086956521739,6.374076257217729,-134.5561982370161,-5.044013638701087,-4.378264347826087,26.76717391304348,-18.925027826086957,54.5,matt belisle,34.0
83,279571,"belisle, matt",2014,4196,IN,6,6,77.5,-3.3183333333333334,6.734999999999999,-4.059278575347388,-113.61060203588873,2.5493653334777973,-1.0826666666666667,20.207833333333333,-25.105166666666666,54.5,matt belisle,34.0
84,279571,"belisle, matt",2014,4196,PO,3,3,88.60000000000001,-2.8366666666666664,6.3066666666666675,14.385212461704903,-129.12069730462426,-1.710289534953094,-6.607333333333333,25.79733333333333,-16.772000000000002,54.5,matt belisle,34.0
85,279571,"belisle, matt",2014,4196,SI,61,61,91.75737704918032,-2.5450819672131146,6.018524590163934,6.894474444526861,-134.3231630008994,-4.386647345403542,-10.207475409836066,27.245245901639343,-21.980065573770492,54.5,matt belisle,34.0
86,279571,"belisle, matt",2014,4196,SL,250,250,86.5052,-2.55084,6.26912,5.901339115395955,-126.54032380240096,-3.9908967074346693,4.101812,22.896763999999997,-28.261176,54.5,matt belisle,34.0
87,279824,"buehrle, mark",2014,15410,CH,786,786,78.93549618320611,1.3787404580152673,5.990432569974554,-4.384355473596425,-115.73727639022088,-1.5207028948336307,10.353356234096692,22.82056870229008,-26.024057251908395,54.5,mark buehrle,35.0
88,279824,"buehrle, mark",2014,15410,CU,401,401,71.98902743142145,1.3050872817955113,6.212593516209476,-2.00597050927049,-105.61623853629916,0.9150014047959089,-4.227942643391521,19.195977556109728,-36.39353366583541,54.5,mark buehrle,35.0
89,279824,"buehrle, mark",2014,15410,FC,388,388,80.75,1.4179381443298968,6.016907216494845,-3.8257137497445717,-118.31754018819197,-0.7191918385413651,-1.9593814432989691,22.01320618556701,-27.499097938144327,54.5,mark buehrle,35.0
90,279824,"buehrle, mark",2014,15410,FF,656,656,84.40685975609756,1.353628048780488,6.038353658536585,-3.686093254133105,-123.67855621970595,-2.4228663157733434,2.8875655487804877,24.197018292682927,-21.139673780487804,54.5,mark buehrle,35.0
91,279824,"buehrle, mark",2014,15410,SI,851,851,84.47579318448884,1.3786016451233842,5.9981433607520565,-5.019819985205947,-123.82962743360348,-2.3758445331030993,12.029238542890717,26.337902467685076,-23.50645945945946,54.5,mark buehrle,35.0
92,282332,"sabathia, cc",2014,3516,CH,150,150,83.83533333333332,1.4451333333333332,5.8968,-4.335106039305567,-122.7796500877874,-3.5337210921705915,10.282646666666666,23.646033333333335,-23.07054,54.5,cc sabathia,33.0
93,282332,"sabathia, cc",2014,3516,CU,3,3,78.56666666666666,1.2366666666666666,5.923333333333333,-4.129499409256403,-115.27186233471464,-1.8796283599820438,-1.558,23.76733333333333,-31.322999999999997,54.5,cc sabathia,33.0
94,282332,"sabathia, cc",2014,3516,FF,202,202,90.02326732673268,1.2585148514851485,6.053267326732673,-5.2449376755266215,-131.87953604203562,-4.854306836349563,8.654321782178219,28.0389900990099,-16.685841584158414,54.5,cc sabathia,33.0
95,282332,"sabathia, cc",2014,3516,SI,250,250,88.7688,1.26156,6.06268,-5.990621873343632,-130.08272835186338,-4.011265291196979,17.24322,28.598940000000002,-22.074044,54.5,cc sabathia,33.0
96,282332,"sabathia, cc",2014,3516,SL,193,193,81.55958549222798,1.404974093264249,5.929067357512953,-2.812798604183655,-119.54092490185049,-1.868914710458391,-0.7980051813471501,23.738445595854923,-29.259569948186527,54.5,cc sabathia,33.0
97,285064,"vogelsong, ryan",2014,15545,CH,419,419,84.13293556085918,-1.4905966587112172,5.862004773269689,5.57628697940654,-123.2111543079933,-3.1223072711182662,-12.028202863961814,24.561207637231504,-23.438778042959427,54.5,ryan vogelsong,36.0
98,285064,"vogelsong, ryan",2014,15545,CU,567,567,77.47619047619048,-1.543015873015873,5.989876543209877,3.054673837026735,-113.59389499059927,1.0786697702681955,2.9614797178130514,19.93647442680776,-37.85312169312169,54.5,ryan vogelsong,36.0
99,285064,"vogelsong, ryan",2014,15545,FF,1203,1203,91.06350789692435,-1.4454613466334163,5.811147132169576,5.604351564126765,-133.40074019470197,-4.124578050997821,-8.448075644222776,27.810775561097255,-17.34788362427265,54.5,ryan vogelsong,36.0
100,285064,"vogelsong, ryan",2014,15545,IN,8,8,82.1875,-1.455,6.37,12.9073667079209,-119.86088151626575,0.9289757195786384,-7.5977500000000004,22.701875,-18.618125,54.5,ryan vogelsong,36.0
101,285064,"vogelsong, ryan",2014,15545,PO,2,2,87.05,-1.4,6.08,6.4265448013092445,-127.13039616915037,-3.9114517049680892,-7.252000000000001,25.459,-16.6855,54.5,ryan vogelsong,36.0
102,285064,"vogelsong, ryan",2014,15545,SI,281,281,90.7373665480427,-1.4572953736654803,5.798149466192171,4.742243033908751,-132.9582690453544,-4.080020062163671,-14.29855871886121,27.506074733096085,-21.553081850533808,54.5,ryan vogelsong,36.0
103,285064,"vogelsong, ryan",2014,15545,SL,576,576,88.44340277777778,-1.4528124999999998,5.833506944444444,4.196622561028629,-129.54824361590306,-3.4159742142996765,-0.5469253472222222,25.29423611111111,-19.90713888888889,54.5,ryan vogelsong,36.0
104,285079,"dickey, ra",2014,10737,EP,182,182,66.08791208791209,-0.5658241758241759,6.279230769230769,0.6229775872798117,-97.05195727288486,2.31663108514387,1.3371593406593407,18.546664835164833,-32.05868131868132,54.5,ra dickey,39.0
105,285079,"dickey, ra",2014,10737,FF,458,458,82.37903930131004,-0.7470524017467248,5.802379912663756,3.909884028028114,-120.75447722088076,-1.6350180304441113,-10.22507423580786,24.425262008733625,-23.40277292576419,54.5,ra dickey,39.0
106,285079,"dickey, ra",2014,10737,IN,4,4,60.275,-0.1075,7.5125,8.025848357054542,-88.07120291684602,3.6235328497452413,-4.32425,12.88625,-23.88875,54.5,ra dickey,39.0
107,285079,"dickey, ra",2014,10737,KN,2863,2863,77.02588194201887,-0.69382815228781,5.914889975550121,1.6003508373781963,-113.10035108963548,0.8068120984553174,0.02603946908836882,23.350272790778906,-30.288836535103037,54.5,ra dickey,39.0
108,285079,"dickey, ra",2014,10737,PO,1,1,78.4,-0.91,6.18,-3.288591366273548,-115.10676633456436,4.336177682479584,-8.954,22.697,-25.918,54.5,ra dickey,39.0
109,346793,"affeldt, jeremy",2014,2183,CH,71,71,87.89999999999999,2.594225352112676,6.08774647887324,-9.32319497228687,-128.4647012229203,-4.496998303149505,14.695985915492956,25.716746478873237,-29.457845070422536,54.5,jeremy affeldt,
110,346793,"affeldt, jeremy",2014,2183,CU,196,196,75.75612244897958,2.343622448979592,6.31438775510204,-3.1835302249806823,-111.18331103872274,1.8555444173320559,-6.881530612244898,22.293979591836734,-41.982704081632654,54.5,jeremy affeldt,
111,346793,"affeldt, jeremy",2014,2183,IN,4,4,83.925,2.6975,6.72,2.1186878734625436,-123.04704893697374,-1.4519900223121813,10.57375,24.91375,-18.95075,54.5,jeremy affeldt,
112,346793,"affeldt, jeremy",2014,2183,SI,565,565,92.12247787610619,2.49870796460177,6.108017699115044,-9.702794634063064,-134.6963176731556,-5.174406094941242,19.139084955752214,28.081674336283186,-22.260079646017697,54.5,jeremy affeldt,
113,346798,"lohse, kyle",2014,13372,CH,382,382,79.65680628272251,-0.9518586387434556,6.411099476439791,3.9326380226338085,-116.66831644746406,-3.293711166426654,-10.096371727748691,21.78689267015707,-26.15216753926702,54.5,kyle lohse,35.0
114,346798,"lohse, kyle",2014,13372,CU,359,359,75.04596100278552,-0.9475766016713092,6.546740947075209,0.504165468953748,-110.13187773977405,1.320674939326408,6.041958217270195,20.165128133704734,-41.12123676880223,54.5,kyle lohse,35.0
115,346798,"lohse, kyle",2014,13372,FF,66,66,89.67575757575759,-0.7671212121212122,6.378333333333334,3.088944771180862,-131.48767369726005,-4.551546164371534,-4.467742424242424,29.0725,-14.255863636363637,54.5,kyle lohse,35.0
116,346798,"lohse, kyle",2014,13372,SI,1306,1306,89.98928024502297,-0.8514012251148546,6.384272588055131,4.268507361322602,-131.82660568189053,-5.3542026056641525,-11.785597243491576,27.655271822358348,-17.192002297090355,54.5,kyle lohse,35.0
117,346798,"lohse, kyle",2014,13372,SL,887,887,84.28928974069898,-0.9228748590755356,6.402220969560315,1.9621902116170968,-123.44250548031496,-3.093209784568759,5.560465614430665,22.304756482525367,-28.609903043968433,54.5,kyle lohse,35.0
118,407793,"lackey, john",2014,14585,CH,88,88,84.13068181818181,-2.10875,6.505454545454546,6.329566360070086,-123.12229135804552,-4.831079545901987,-11.960715909090908,25.09446590909091,-23.972431818181818,54.5,john lackey,35.0
